event_name,date,day,station,type,am_peak,midday,pm_peak,env,sum
2017 Women's March,1/21/2017,Sat,Twinbrook,Exit,121.0,698.0,2585.0,778.0,4182.0
2017 Women's March,1/21/2017,Sat,Tysons,Entry,2256.0,1741.0,724.0,550.0,5271.0
2017 Women's March,1/21/2017,Sat,Tysons,Exit,135.0,1047.0,2889.0,761.0,4832.0
2017 Women's March,1/21/2017,Sat,U Street-Cardozo,Entry,2527.0,3498.0,3843.0,2951.0,12819.0
2017 Women's March,1/21/2017,Sat,U Street-Cardozo,Exit,610.0,3161.0,2557.0,1620.0,7948.0
2017 Women's March,1/21/2017,Sat,Union Station,Entry,1006.0,6505.0,12349.0,2747.0,22607.0
2017 Women's March,1/21/2017,Sat,Union Station,Exit,14945.0,15640.0,4696.0,1678.0,36959.0
2017 Women's March,1/21/2017,Sat,Van Dorn Street,Entry,1831.0,1353.0,159.0,88.0,3431.0
2017 Women's March,1/21/2017,Sat,Van Dorn Street,Exit,88.0,456.0,1594.0,874.0,3012.0
2017 Women's March,1/21/2017,Sat,Van Ness,Entry,2869.0,3553.0,495.0,455.0,7372.0
2017 Women's March,1/21/2017,Sat,Van Ness,Exit,219.0,1228.0,3149.0,770.0,5366.0
2017 Women's March,1/21/2017,Sat,Vienna,Entry,11685.0,6681.0,507.0,218.0,19091.0
2017 Women's March,1/21/2017,Sat,Vienna,Exit,168.0,2040.0,13815.0,3701.0,19724.0
2017 Women's March,1/21/2017,Sat,Virginia Square,Entry,1750.0,1453.0,276.0,200.0,3679.0
2017 Women's March,1/21/2017,Sat,Virginia Square,Exit,805.0,939.0,1574.0,490.0,3808.0
2017 Women's March,1/21/2017,Sat,Waterfront,Entry,402.0,2423.0,4884.0,482.0,8191.0
2017 Women's March,1/21/2017,Sat,Waterfront,Exit,743.0,1324.0,708.0,488.0,3263.0
2017 Women's March,1/21/2017,Sat,West Falls Church,Entry,3128.0,2275.0,146.0,63.0,5612.0
2017 Women's March,1/21/2017,Sat,West Falls Church,Exit,97.0,772.0,3105.0,882.0,4856.0
2017 Women's March,1/21/2017,Sat,West Hyattsville,Entry,1398.0,1560.0,327.0,165.0,3450.0
2017 Women's March,1/21/2017,Sat,West Hyattsville,Exit,103.0,472.0,1892.0,1157.0,3624.0
2017 Women's March,1/21/2017,Sat,Wheaton,Entry,2301.0,2097.0,435.0,256.0,5089.0
2017 Women's March,1/21/2017,Sat,Wheaton,Exit,100.0,932.0,2939.0,827.0,4798.0
2017 Women's March,1/21/2017,Sat,White Flint,Entry,1976.0,1699.0,266.0,143.0,4084.0
2017 Women's March,1/21/2017,Sat,White Flint,Exit,73.0,669.0,2462.0,622.0,3826.0
2017 Women's March,1/21/2017,Sat,Wiehle Ave,Entry,9197.0,7639.0,452.0,201.0,17489.0
2017 Women's March,1/21/2017,Sat,Wiehle Ave,Exit,150.0,1582.0,10447.0,4591.0,16770.0
2017 Women's March,1/21/2017,Sat,Woodley Park-Zoo,Entry,2790.0,3910.0,1787.0,1187.0,9674.0
2017 Women's March,1/21/2017,Sat,Woodley Park-Zoo,Exit,525.0,1976.0,3423.0,956.0,6880.0
